1345,2017-03-15T19:08:59.000Z
1347.5999755859375,2017-03-15T19:09:11.000Z
1350.199951171875,2017-03-15T19:09:24.000Z
1353,2017-03-15T19:09:37.000Z
1355.199951171875,2017-03-15T19:09:50.000Z
1358.4000244140625,2017-03-15T19:10:03.000Z
1361,2017-03-15T19:10:16.000Z
1364.199951171875,2017-03-15T19:10:29.000Z
1366.199951171875,2017-03-15T19:10:40.000Z
1368.5999755859375,2017-03-15T19:10:52.000Z
1371,2017-03-15T19:11:04.000Z
1373.4000244140625,2017-03-15T19:11:16.000Z
1376.199951171875,2017-03-15T19:11:28.000Z
1379,2017-03-15T19:11:41.000Z
1381.800048828125,2017-03-15T19:11:54.000Z
1385.199951171875,2017-03-15T19:12:08.000Z
1387.800048828125,2017-03-15T19:12:20.000Z
1390.4000244140625,2017-03-15T19:12:36.000Z
1392,2017-03-15T19:12:48.000Z
1394.5999755859375,2017-03-15T19:13:03.000Z
1396.5999755859375,2017-03-15T19:13:14.000Z
1398.5999755859375,2017-03-15T19:13:24.000Z
1399.199951171875,2017-03-15T19:13:34.000Z
1399.199951171875,2017-03-15T19:13:43.000Z
1399.4000244140625,2017-03-15T19:13:55.000Z
1401,2017-03-15T19:14:07.000Z
1403.4000244140625,2017-03-15T19:14:20.000Z
1405.4000244140625,2017-03-15T19:14:32.000Z
1408.199951171875,2017-03-15T19:14:45.000Z
1411.4000244140625,2017-03-15T19:14:59.000Z
1414.800048828125,2017-03-15T19:15:15.000Z
1418.5999755859375,2017-03-15T19:15:34.000Z
1422.5999755859375,2017-03-15T19:15:52.000Z
1425.800048828125,2017-03-15T19:16:08.000Z
1428.4000244140625,2017-03-15T19:16:23.000Z
1430.4000244140625,2017-03-15T19:16:36.000Z
1432.800048828125,2017-03-15T19:16:49.000Z
1436.199951171875,2017-03-15T19:17:05.000Z
1439.4000244140625,2017-03-15T19:17:21.000Z
1443.5999755859375,2017-03-15T19:17:39.000Z
1448.4000244140625,2017-03-15T19:17:57.000Z
1450.800048828125,2017-03-15T19:18:11.000Z
1453.199951171875,2017-03-15T19:18:23.000Z
1456,2017-03-15T19:18:38.000Z
1458.800048828125,2017-03-15T19:18:53.000Z
1460.800048828125,2017-03-15T19:19:04.000Z
1464.199951171875,2017-03-15T19:19:20.000Z
1467.4000244140625,2017-03-15T19:19:37.000Z
1470.4000244140625,2017-03-15T19:19:53.000Z
1474.199951171875,2017-03-15T19:20:10.000Z
1477.5999755859375,2017-03-15T19:20:26.000Z
1479.800048828125,2017-03-15T19:20:39.000Z
1481.5999755859375,2017-03-15T19:20:50.000Z
1483.4000244140625,2017-03-15T19:21:02.000Z
1484.800048828125,2017-03-15T19:21:13.000Z
1486.199951171875,2017-03-15T19:21:25.000Z
1488,2017-03-15T19:21:38.000Z
1489.5999755859375,2017-03-15T19:21:50.000Z
1493,2017-03-15T19:22:13.000Z
1494.800048828125,2017-03-15T19:22:27.000Z
1496.800048828125,2017-03-15T19:22:43.000Z
1498.800048828125,2017-03-15T19:22:58.000Z
1501.199951171875,2017-03-15T19:23:11.000Z
1503.800048828125,2017-03-15T19:23:24.000Z
1506.199951171875,2017-03-15T19:23:38.000Z
1508,2017-03-15T19:23:48.000Z
1510,2017-03-15T19:24:01.000Z
1512.4000244140625,2017-03-15T19:24:14.000Z
1514.5999755859375,2017-03-15T19:24:27.000Z
1516.5999755859375,2017-03-15T19:24:40.000Z
1518.5999755859375,2017-03-15T19:24:53.000Z
1520.199951171875,2017-03-15T19:25:06.000Z
1521.5999755859375,2017-03-15T19:25:17.000Z
1523.5999755859375,2017-03-15T19:25:30.000Z
1526,2017-03-15T19:25:43.000Z
1528,2017-03-15T19:25:56.000Z
1529.5999755859375,2017-03-15T19:26:08.000Z
1532.5999755859375,2017-03-15T19:26:32.000Z
1535.199951171875,2017-03-15T19:26:49.000Z
1537.5999755859375,2017-03-15T19:27:02.000Z
1540.5999755859375,2017-03-15T19:27:17.000Z
1543.199951171875,2017-03-15T19:27:29.000Z
1545.800048828125,2017-03-15T19:27:44.000Z
1548.4000244140625,2017-03-15T19:27:59.000Z
1550.4000244140625,2017-03-15T19:28:13.000Z
1553.5999755859375,2017-03-15T19:28:28.000Z
1556.5999755859375,2017-03-15T19:28:42.000Z
1560,2017-03-15T19:28:57.000Z
1562.800048828125,2017-03-15T19:29:12.000Z
1565.4000244140625,2017-03-15T19:29:27.000Z
1567.5999755859375,2017-03-15T19:29:42.000Z
1569,2017-03-15T19:29:56.000Z
1571.4000244140625,2017-03-15T19:30:11.000Z
1574,2017-03-15T19:30:27.000Z
1576.199951171875,2017-03-15T19:30:40.000Z
1579.199951171875,2017-03-15T19:30:56.000Z
1581.5999755859375,2017-03-15T19:31:12.000Z
1583.5999755859375,2017-03-15T19:31:27.000Z
1587.4000244140625,2017-03-15T19:31:44.000Z
1590.4000244140625,2017-03-15T19:31:57.000Z
1592.800048828125,2017-03-15T19:32:11.000Z
1596,2017-03-15T19:32:29.000Z
1598.4000244140625,2017-03-15T19:32:45.000Z
1601.199951171875,2017-03-15T19:33:01.000Z
1604.199951171875,2017-03-15T19:33:17.000Z
1607.199951171875,2017-03-15T19:33:32.000Z
1610,2017-03-15T19:33:47.000Z
1612.199951171875,2017-03-15T19:34:03.000Z
1615,2017-03-15T19:34:19.000Z
1617.800048828125,2017-03-15T19:34:34.000Z
1620.199951171875,2017-03-15T19:34:47.000Z
1623,2017-03-15T19:35:02.000Z
1625,2017-03-15T19:35:17.000Z
1627.5999755859375,2017-03-15T19:35:31.000Z
1630,2017-03-15T19:35:46.000Z
1632.4000244140625,2017-03-15T19:36:01.000Z
1634.4000244140625,2017-03-15T19:36:13.000Z
1637.199951171875,2017-03-15T19:36:25.000Z
1639.800048828125,2017-03-15T19:36:39.000Z
1642.800048828125,2017-03-15T19:36:54.000Z
1645.5999755859375,2017-03-15T19:37:07.000Z
1649.5999755859375,2017-03-15T19:37:28.000Z
1652.5999755859375,2017-03-15T19:37:42.000Z
1655.5999755859375,2017-03-15T19:37:58.000Z
1657.5999755859375,2017-03-15T19:38:11.000Z
1659.800048828125,2017-03-15T19:38:22.000Z
1662,2017-03-15T19:38:35.000Z
1664.4000244140625,2017-03-15T19:38:49.000Z
1666.5999755859375,2017-03-15T19:39:05.000Z
1669.4000244140625,2017-03-15T19:39:19.000Z
1671.800048828125,2017-03-15T19:39:34.000Z
1673.800048828125,2017-03-15T19:39:47.000Z
1676,2017-03-15T19:40:00.000Z
1678.199951171875,2017-03-15T19:40:15.000Z
1680.4000244140625,2017-03-15T19:40:27.000Z
1682,2017-03-15T19:40:38.000Z
1684.5999755859375,2017-03-15T19:40:52.000Z
1687.4000244140625,2017-03-15T19:41:07.000Z
1690.199951171875,2017-03-15T19:41:21.000Z
1693.199951171875,2017-03-15T19:41:37.000Z
1695.4000244140625,2017-03-15T19:41:51.000Z
1697.5999755859375,2017-03-15T19:42:04.000Z
1699.199951171875,2017-03-15T19:42:17.000Z
1701.5999755859375,2017-03-15T19:42:30.000Z
1703.4000244140625,2017-03-15T19:42:42.000Z
1705.199951171875,2017-03-15T19:42:53.000Z
1706.5999755859375,2017-03-15T19:43:04.000Z
1708.199951171875,2017-03-15T19:43:15.000Z
1711,2017-03-15T19:43:27.000Z
1713,2017-03-15T19:43:39.000Z
1715.4000244140625,2017-03-15T19:43:51.000Z
1717.199951171875,2017-03-15T19:44:01.000Z
1719.199951171875,2017-03-15T19:44:12.000Z
1721,2017-03-15T19:44:23.000Z
1723.4000244140625,2017-03-15T19:44:36.000Z
1725,2017-03-15T19:44:48.000Z
1727,2017-03-15T19:44:59.000Z
1728.800048828125,2017-03-15T19:45:10.000Z
1730,2017-03-15T19:45:20.000Z
1731.199951171875,2017-03-15T19:45:30.000Z
1732.199951171875,2017-03-15T19:45:39.000Z
1733,2017-03-15T19:45:48.000Z
1733.4000244140625,2017-03-15T19:46:08.000Z
