1122,2017-03-15T18:51:09.000Z
1122.199951171875,2017-03-15T18:51:35.000Z
1124.199951171875,2017-03-15T18:51:44.000Z
1126.4000244140625,2017-03-15T18:51:52.000Z
1128.4000244140625,2017-03-15T18:52:00.000Z
1129.800048828125,2017-03-15T18:52:07.000Z
1131,2017-03-15T18:52:14.000Z
1132,2017-03-15T18:52:21.000Z
1133.5999755859375,2017-03-15T18:52:28.000Z
1135.4000244140625,2017-03-15T18:52:36.000Z
1136.5999755859375,2017-03-15T18:52:44.000Z
1138,2017-03-15T18:52:51.000Z
1139.199951171875,2017-03-15T18:52:59.000Z
1140.199951171875,2017-03-15T18:53:06.000Z
1141.5999755859375,2017-03-15T18:53:14.000Z
1142.800048828125,2017-03-15T18:53:21.000Z
1143.800048828125,2017-03-15T18:53:29.000Z
1145.199951171875,2017-03-15T18:53:37.000Z
1146.800048828125,2017-03-15T18:53:47.000Z
1148.5999755859375,2017-03-15T18:53:57.000Z
1151.4000244140625,2017-03-15T18:54:09.000Z
1154,2017-03-15T18:54:20.000Z
1156.5999755859375,2017-03-15T18:54:32.000Z
1159,2017-03-15T18:54:43.000Z
1161.800048828125,2017-03-15T18:54:54.000Z
1164.199951171875,2017-03-15T18:55:05.000Z
1166.800048828125,2017-03-15T18:55:17.000Z
1169.800048828125,2017-03-15T18:55:28.000Z
1172.4000244140625,2017-03-15T18:55:38.000Z
1175.4000244140625,2017-03-15T18:55:50.000Z
1178.4000244140625,2017-03-15T18:56:04.000Z
1180.800048828125,2017-03-15T18:56:15.000Z
1183.800048828125,2017-03-15T18:56:29.000Z
1186.199951171875,2017-03-15T18:56:41.000Z
1187.5999755859375,2017-03-15T18:56:52.000Z
1191.4000244140625,2017-03-15T18:57:07.000Z
1195,2017-03-15T18:57:21.000Z
1198.199951171875,2017-03-15T18:57:35.000Z
1201.199951171875,2017-03-15T18:57:47.000Z
1204.199951171875,2017-03-15T18:58:01.000Z
1208.199951171875,2017-03-15T18:58:16.000Z
1212.5999755859375,2017-03-15T18:58:32.000Z
1215.5999755859375,2017-03-15T18:58:43.000Z
1219.800048828125,2017-03-15T18:58:57.000Z
1223.800048828125,2017-03-15T18:59:13.000Z
1227.5999755859375,2017-03-15T18:59:29.000Z
1231.4000244140625,2017-03-15T18:59:46.000Z
1235.199951171875,2017-03-15T19:00:01.000Z
1238.4000244140625,2017-03-15T19:00:16.000Z
1242.800048828125,2017-03-15T19:00:34.000Z
1246.4000244140625,2017-03-15T19:00:50.000Z
1249.4000244140625,2017-03-15T19:01:06.000Z
1252.199951171875,2017-03-15T19:01:19.000Z
1256.199951171875,2017-03-15T19:01:37.000Z
1259.800048828125,2017-03-15T19:01:54.000Z
1263.199951171875,2017-03-15T19:02:08.000Z
1266,2017-03-15T19:02:22.000Z
1270.199951171875,2017-03-15T19:02:38.000Z
1272.800048828125,2017-03-15T19:02:54.000Z
1276.4000244140625,2017-03-15T19:03:15.000Z
1278.199951171875,2017-03-15T19:03:28.000Z
1280.199951171875,2017-03-15T19:03:40.000Z
1281.800048828125,2017-03-15T19:03:51.000Z
1284,2017-03-15T19:04:02.000Z
1285.800048828125,2017-03-15T19:04:14.000Z
1288.800048828125,2017-03-15T19:04:28.000Z
1292,2017-03-15T19:04:41.000Z
1294.800048828125,2017-03-15T19:04:55.000Z
1297.800048828125,2017-03-15T19:05:07.000Z
1300.800048828125,2017-03-15T19:05:20.000Z
1304,2017-03-15T19:05:35.000Z
1306.199951171875,2017-03-15T19:05:47.000Z
1309,2017-03-15T19:06:03.000Z
1312.4000244140625,2017-03-15T19:06:17.000Z
1315,2017-03-15T19:06:30.000Z
1318,2017-03-15T19:06:44.000Z
1320.5999755859375,2017-03-15T19:06:57.000Z
1323.5999755859375,2017-03-15T19:07:10.000Z
1326.4000244140625,2017-03-15T19:07:23.000Z
1329.4000244140625,2017-03-15T19:07:38.000Z
1331.4000244140625,2017-03-15T19:07:49.000Z
1334.4000244140625,2017-03-15T19:08:04.000Z
1337.800048828125,2017-03-15T19:08:22.000Z
1339.800048828125,2017-03-15T19:08:34.000Z
1342.5999755859375,2017-03-15T19:08:47.000Z
